teams	1
1	1001	0	team1	undefined	undefined	XXX
2	1002	0	team2	undefined	undefined	XXX
3	1003	0	team3	undefined	undefined	XXX
4	1004	0	team4	undefined	undefined	XXX
5	1005	0	team5	undefined	undefined	XXX
6	1006	0	team6	undefined	undefined	XXX
7	1007	0	team7	undefined	undefined	XXX
8	1008	0	team8	undefined	undefined	XXX
9	1009	0	team9	undefined	undefined	XXX
10	1010	0	team10	undefined	undefined	XXX
11	1011	0	team11	undefined	undefined	XXX
12	1012	0	team12	undefined	undefined	XXX
13	1013	0	team13	undefined	undefined	XXX
14	1014	0	team14	undefined	undefined	XXX
15	1015	0	team15	undefined	undefined	XXX
16	1016	0	team16	undefined	undefined	XXX
17	1017	0	team17	undefined	undefined	XXX
18	1018	0	team18	undefined	undefined	XXX
19	1019	0	team19	undefined	undefined	XXX
20	1020	0	team20	undefined	undefined	XXX
21	1021	0	team21	undefined	undefined	XXX
22	1022	0	team22	undefined	undefined	XXX
